Id;pais;provincia_departamento;ciudad;property_type;operation_type;rooms;bedrooms;bathrooms;surface_total;currency;price
20612;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;45;USD;103648
20613;Colombia;Cundinamarca;Chia;Apartamento;Venta;3;3;2;81;USD;90484
20614;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;49500
20615;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;3;2;1;50;USD;95000
20616;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;1;70;USD;185000
20617;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;2;127;USD;81200
20618;Colombia;Antioquia;Medellin;Apartamento;Venta;1;1;2;35;USD;59180
20619;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;86;USD;78448
20620;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;1;1;1;42;USD;107322
20621;Argentina;Santa Fe;Rosario;Departamento;Venta;4;2;1;63;USD;135000
20622;Argentina;Capital Federal;Palermo;Departamento;Venta;4;3;3;116;USD;625000
20623;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;116;USD;121112
20624;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;38;USD;77000
20625;Argentina;Bs.As. G.B.A. Zona Norte;San Miguel;Departamento;Venta;2;1;1;38;USD;48500
20626;Argentina;Capital Federal;Palermo;Departamento;Venta;4;3;2;80;USD;230000
20627;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;2;1;1;28;USD;74000
20628;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;2;64;USD;122213
20629;Colombia;Tolima;Ibague;Apartamento;Venta;3;3;5;212;USD;239472
20630;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;38;USD;69000
20631;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;41;USD;100000
20632;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;70;USD;138000
20633;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;1;1;1;34;USD;230000
20634;Colombia;Cundinamarca;Girardot;Apartamento;Venta;2;2;1;53;USD;39319
20635;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;1;1;1;50;USD;195000
20636;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;1;1;1;33;USD;73000
20637;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;70;USD;129900
20638;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;56;USD;38536
20639;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;33;USD;89900
20640;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;48;USD;145000
20641;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;65;USD;52298
20642;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;44;USD;65000
20643;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;2;1;1;40;USD;48000
20644;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;39;USD;77000
20645;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;69;USD;64685
20646;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;125;USD;266997
20647;Argentina;Capital Federal;San Cristobal;Departamento;Venta;7;7;2;140;USD;148000
20648;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;209;USD;379851
20649;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;62;USD;60556
20650;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;71;USD;163873
20651;Argentina;Capital Federal;Monserrat;Departamento;Venta;3;2;1;60;USD;125000
20652;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;106;USD;151390
20653;Argentina;Neuquen;Rincon de los Sauces;Departamento;Venta;2;1;1;52;USD;72800
20654;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;2;93;USD;96339
20655;Colombia;Antioquia;Envigado;Apartamento;Venta;4;4;2;108;USD;118359
20656;Argentina;Capital Federal;Belgrano;Departamento;Venta;3;2;2;68;USD;255000
20657;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;50;USD;159000
20658;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;4;3;1;64;USD;159000
20659;Argentina;Capital Federal;Monte Castro;Departamento;Venta;2;1;1;56;USD;119900
20660;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;3;2;1;70;USD;250000
20661;Argentina;Capital Federal;Nunez;Departamento;Venta;1;1;1;41;USD;155000
20662;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;77;USD;89458
20663;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;56;USD;50922
20664;Colombia;Magdalena;Santa Marta;Apartamento;Venta;2;2;2;82;USD;96284
20665;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;50;USD;145000
20666;Argentina;Capital Federal;Once;Departamento;Venta;2;1;1;36;USD;69000
20667;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;65;USD;81200
20668;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;53;USD;140500
20669;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;2;1;1;66;USD;158000
20670;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;1;66;USD;91660
20671;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;144;USD;198183
20672;Argentina;Buenos Aires Interior;Exaltacion de la Cruz;Departamento;Venta;2;1;1;70;USD;85000
20673;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;61;USD;65511
20674;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;35;USD;64000
20675;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;65;USD;53675
20676;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;1;152;USD;460000
20677;Argentina;Capital Federal;Colegiales;Departamento;Venta;2;1;1;52;USD;189000
20678;Colombia;Atlantico;Barranquilla;Apartamento;Venta;1;1;1;40;USD;37985
20679;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;38;USD;99000
20680;Argentina;Capital Federal;Constitucion;Departamento;Venta;4;3;1;135;USD;165000
20681;Colombia;Risaralda;Pereira;Apartamento;Venta;2;2;2;86;USD;82576
20682;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;88;USD;55051
20683;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;44;USD;88000
20684;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;33;USD;95000
20685;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;55;USD;105000
20686;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;1;68;USD;57887
20687;Argentina;Santa Fe;Rosario;Departamento;Venta;2;2;1;81;USD;145000
20688;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;40;USD;48000
20689;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;88;USD;126617
20690;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;1;37;USD;35783
20691;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;49500
20692;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;228;USD;374346
20693;Colombia;Atlantico;Soledad;Apartamento;Venta;3;3;2;65;USD;32480
20694;Argentina;Capital Federal;Congreso;Departamento;Venta;2;1;1;35;USD;79500
20695;Argentina;Capital Federal;Congreso;Departamento;Venta;2;1;1;35;USD;79000
20696;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;121;USD;151390
20697;Argentina;Capital Federal;Floresta;Departamento;Venta;3;2;1;57;USD;162000
20698;Colombia;Antioquia;Medellin;Apartamento;Venta;1;1;1;42;USD;52298
20699;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;53;USD;138000
20700;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;84;USD;104597
20701;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;154;USD;232590
20702;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;2;120;USD;315000
20703;Argentina;Bs.As. G.B.A. Zona Sur;Esteban Echeverria;Departamento;Venta;2;1;1;36;USD;73000
20704;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;4;4;3;261;USD;255987
20705;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;332;USD;853289
20706;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;81;USD;66061
20707;Argentina;Capital Federal;San Nicolas;Departamento;Venta;2;1;1;45;USD;138000
20708;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;74;USD;136802
20709;Argentina;Capital Federal;Caballito;Departamento;Venta;3;2;2;80;USD;179900
20710;Argentina;Capital Federal;Saavedra;Departamento;Venta;1;1;1;21;USD;49000
20711;Argentina;Santa Fe;Rosario;Departamento;Venta;4;3;2;70;USD;125000
20712;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;3;160;USD;126617
20713;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;140;USD;302780
20714;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;2;75;USD;459000
20715;Colombia;Antioquia;Itagui;Apartamento;Venta;3;3;2;67;USD;68263
20716;Argentina;Capital Federal;Recoleta;Departamento;Venta;7;4;2;156;USD;475000
20717;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;39;USD;142000
20718;Colombia;Cundinamarca;Cabrera;Apartamento;Venta;3;3;4;194;USD;385356
20719;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;108;USD;167905
20720;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;54;USD;97000
20721;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;55;USD;119000
20722;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;2;114;USD;77071
20723;Argentina;Capital Federal;Flores;Departamento;Venta;1;1;1;27;USD;69900
20724;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;20;USD;46000
20725;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;71;USD;67713
20726;Argentina;Cordoba;Punilla;Departamento;Venta;5;3;2;180;USD;180000
20727;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;2;68;USD;190000
20728;Argentina;Bs.As. G.B.A. Zona Oeste;Moran;Departamento;Venta;2;1;1;32;USD;67000
20729;Colombia;Antioquia;Medellin;Apartamento;Venta;4;4;4;200;USD;203688
20730;Argentina;Bs.As. G.B.A. Zona Norte;San Miguel;Departamento;Venta;2;1;1;40;USD;57000
20731;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;39;USD;96000
20732;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;35;USD;64900
20733;Argentina;Bs.As. G.B.A. Zona Norte;General San Martin;Departamento;Venta;3;2;1;69;USD;180000
20734;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;3;2;1;55;USD;85000
20735;Argentina;Capital Federal;Once;Departamento;Venta;2;1;1;32;USD;115000
20736;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;5;3;1;82;USD;125000
20737;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;25;USD;48000
20738;Argentina;Capital Federal;Chacarita;Departamento;Venta;2;1;1;34;USD;79000
20739;Argentina;Capital Federal;Belgrano;Departamento;Venta;1;1;1;35;USD;122393
20740;Colombia;Cundinamarca;Chia;Apartamento;Venta;2;2;2;55;USD;57803
20741;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;2;1;1;52;USD;89000
20742;Argentina;Capital Federal;Once;Departamento;Venta;2;1;1;35;USD;79000
20743;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;103;USD;59180
20744;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;40;USD;70000
20745;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;82;USD;132122
20746;Argentina;Santa Fe;Rosario;Departamento;Venta;3;1;1;25;USD;58000
20747;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;1;1;1;28;USD;55000
20748;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;27;USD;47500
20749;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;41;USD;54000
20750;Argentina;Bs.As. G.B.A. Zona Norte;San Fernando;Departamento;Venta;3;2;1;80;USD;370000
20751;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;120;USD;225709
20752;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;3;103;USD;107349
20753;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;80;USD;61932
20754;Argentina;Bs.As. G.B.A. Zona Oeste;Merlo;Departamento;Venta;3;2;1;70;USD;105000
20755;Argentina;Capital Federal;Paternal;Departamento;Venta;2;1;1;56;USD;125000
20756;Colombia;Antioquia;Sabaneta;Apartamento;Venta;3;3;2;79;USD;78448
20757;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;1;37;USD;49711
20758;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;73;USD;375000
20759;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;2;117;USD;360000
20760;Argentina;Capital Federal;Tribunales;Departamento;Venta;4;2;2;141;USD;365000
20761;Argentina;Capital Federal;Palermo;Departamento;Venta;4;3;1;100;USD;320000
20762;Argentina;Buenos Aires Costa Atlantica;Mar de Aja;Departamento;Venta;3;2;2;68;USD;110000
20763;Argentina;Capital Federal;Once;Departamento;Venta;1;1;1;44;USD;99000
20764;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;40;USD;128000
20765;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;74;USD;82576
20766;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;86;USD;96339
20767;Argentina;Cordoba;Cordoba;Departamento;Venta;3;1;1;50;USD;55000
20768;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;3;115;USD;109827
20769;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;4;3;1;75;USD;195000
20770;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;83;USD;310000
20771;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;80;USD;44041
20772;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;73;USD;115607
20773;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;2;98;USD;250000
20774;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;2;50;USD;235000
20775;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;3;270;USD;220204
20776;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;47000
20777;Colombia;Valle del Cauca;Cali;Apartamento;Venta;4;4;3;125;USD;68814
20778;Argentina;Capital Federal;San Telmo;Departamento;Venta;3;2;2;70;USD;160000
20779;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;96;USD;301421
20780;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;96;USD;170658
20781;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;36;USD;55000
20782;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;4;191;USD;170658
20783;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;23;USD;48000
20784;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;70;USD;76000
20785;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;80;USD;135000
20786;Argentina;Santa Fe;Santa Fe;Departamento;Venta;6;3;3;100;USD;120000
20787;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;4;1;2;68;USD;66900
20788;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;2;82;USD;205000
20789;Argentina;Capital Federal;Caballito;Departamento;Venta;1;1;1;26;USD;67000
20790;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;3;2;2;80;USD;138000
20791;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;2;55;USD;88081
20792;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;61;USD;42664
20793;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;3;95;USD;198183
20794;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;90;USD;132122
20795;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;281;USD;660611
20796;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;92;USD;45417
20797;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;53;USD;210000
20798;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;47;USD;103500
20799;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;56;USD;38536
20800;Argentina;Capital Federal;Retiro;Departamento;Venta;4;3;1;85;USD;190000
20801;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;90;USD;93587
20802;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;4;3;4;252;USD;1850000
20803;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;1;35;USD;44041
20804;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;1;80;USD;113200
20805;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;88;USD;173410
20806;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;38;USD;135000
20807;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;31;USD;59900
20808;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;3;3;171;USD;1350000
20809;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;62;USD;186000
20810;Argentina;Buenos Aires Costa Atlantica;Villa Gesell;Departamento;Venta;1;1;1;27;USD;33000
20811;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;5;238;USD;302780
20812;Colombia;Antioquia;Rionegro;Apartamento;Venta;3;3;2;92;USD;93190
20813;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;40;USD;98000
20814;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;237;USD;357831
20815;Colombia;Risaralda;Pereira;Apartamento;Venta;3;3;2;75;USD;42664
20816;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;2;146;USD;350000
20817;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;67;USD;68814
20818;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;20;USD;46000
20819;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;3;2;1;70;USD;160000
20820;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;3;2;1;50;USD;107900
20821;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;50;USD;78000
20822;Argentina;Bs.As. G.B.A. Zona Sur;Avellaneda;Departamento;Venta;4;3;1;67;USD;98000
20823;Colombia;Atlantico;Soledad;Apartamento;Venta;3;3;2;65;USD;34407
20824;Argentina;Capital Federal;Parque Centenario;Departamento;Venta;3;2;1;50;USD;139500
20825;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;256;USD;630333
20826;Argentina;Bs.As. G.B.A. Zona Norte;San Fernando;Departamento;Venta;3;2;1;80;USD;375000
20827;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;42;USD;90000
20828;Argentina;Bs.As. G.B.A. Zona Norte;San Fernando;Departamento;Venta;1;1;1;20;USD;80000
20829;Colombia;Tolima;Ibague;Apartamento;Venta;3;3;2;87;USD;72392
20830;Argentina;Cordoba;Cordoba;Departamento;Venta;5;2;2;95;USD;120000
20831;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;72;USD;110102
20832;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;41;USD;160000
20833;Argentina;Bs.As. G.B.A. Zona Norte;General San Martin;Departamento;Venta;2;1;1;35;USD;70000
20834;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;40;USD;105000
20835;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;1;38;USD;85329
20836;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;62;USD;39912
20837;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;45;USD;124000
20838;Argentina;Santa Fe;Santa Fe;Departamento;Venta;3;2;1;55;USD;68000
20839;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;72;USD;154143
20840;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;192;USD;329755
20841;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;156;USD;371594
20842;Argentina;Capital Federal;Barracas;Departamento;Venta;3;2;1;53;USD;80000
20843;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;41;USD;54000
20844;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;24;USD;87000
20845;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;70;USD;60556
20846;Argentina;Capital Federal;San Nicolas;Departamento;Venta;2;1;1;44;USD;95000
20847;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;86;USD;48170
20848;Argentina;Rio Negro;Villa Cerro Catedral;Departamento;Venta;3;2;1;43;USD;150000
20849;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;2;1;1;65;USD;380000
20850;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;75;USD;61932
20851;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;26;USD;75000
20852;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;68;USD;57528
20853;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;52;USD;128000
20854;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;1;52;USD;28902
20855;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;122;USD;156895
20856;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;1;54;USD;100000
20857;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;2;1;1;37;USD;69000
20858;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;37;USD;100000
20859;Colombia;Quindio;Armenia;Apartamento;Venta;3;3;2;71;USD;41288
20860;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;108;USD;123865
20861;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;4;3;3;120;USD;225000
20862;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;40;USD;115000
20863;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;142;USD;382604
20864;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;73;USD;325000
20865;Argentina;Capital Federal;Recoleta;Departamento;Venta;3;2;2;141;USD;510000
20866;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;55;USD;220000
20867;Argentina;Capital Federal;Palermo;Departamento;Venta;5;3;4;303;USD;2200000
20868;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;72;USD;73000
20869;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;70;USD;215000
20870;Argentina;Cordoba;Cordoba;Departamento;Venta;3;1;1;44;USD;48900
20871;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;112;USD;233966
20872;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;3;138;USD;140380
20873;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;2;54;USD;267000
20874;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;3;2;3;127;USD;830000
20875;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;36;USD;130000
20876;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;2;144;USD;475000
20877;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;143;USD;184421
20878;Argentina;Capital Federal;Villa Pueyrredon;Departamento;Venta;2;1;1;36;USD;95000
20879;Colombia;Valle del Cauca;Cali;Apartamento;Venta;4;4;3;300;USD;110102
20880;Argentina;Capital Federal;Villa Devoto;Departamento;Venta;2;1;1;37;USD;64900
20881;Argentina;Capital Federal;Retiro;Departamento;Venta;3;2;1;60;USD;125000
20882;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;50;USD;104900
20883;Argentina;Capital Federal;Monserrat;Departamento;Venta;5;4;2;82;USD;160000
20884;Colombia;Cundinamarca;Fusagasuga;Apartamento;Venta;3;3;3;141;USD;142865
20885;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;1;62;USD;30278
20886;Colombia;Cundinamarca;Cabrera;Apartamento;Venta;2;2;2;108;USD;225709
20887;Colombia;Antioquia;Bello;Apartamento;Venta;2;2;2;55;USD;48170
20888;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;26;USD;53900
20889;Colombia;Quindio;Armenia;Apartamento;Venta;1;1;1;44;USD;38536
20890;Colombia;Antioquia;Itagui;Apartamento;Venta;3;3;2;55;USD;44041
20891;Argentina;Rio Negro;San Carlos de Bariloche;Departamento;Venta;2;1;1;50;USD;85000
20892;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;70;USD;38536
20893;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;48;USD;110000
20894;Argentina;Rio Negro;General Roca;Departamento;Venta;3;2;1;40;USD;71000
20895;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;35;USD;75000
20896;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;65;USD;151390
20897;Argentina;Capital Federal;Caballito;Departamento;Venta;3;2;1;40;USD;119000
20898;Argentina;Santa Fe;Rosario;Departamento;Venta;3;1;2;98;USD;300000
20899;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;45;USD;120000
20900;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;32;USD;78800
20901;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;55;USD;30829
20902;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;4;3;2;110;USD;230000
20903;Argentina;Capital Federal;Once;Departamento;Venta;3;2;2;88;USD;150000
20904;Argentina;Capital Federal;Mataderos;Departamento;Venta;1;1;1;30;USD;53000
20905;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;2;68;USD;57887
20906;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;71;USD;52023
20907;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;60;USD;114600
20908;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;27;USD;54900
